Press Association Reference,Constituency Name,Region,Election Year,Electorate,Votes,con,lab,ld,ukip,grn,dup,sf,sdlp,snp,pc,other,con_pc,lab_pc,ld_pc,ukip_pc,grn_pc,dup_pc,sf_pc,sdlp_pc,snp_pc,pc_pc,other_pc,geo,winner
88.0,Braintree,Eastern,2010.0,71163.0,49203,25901.0,9780.0,9247.0,2477.0,718.0,0.0,0.0,0.0,0.0,0.0,1080.0,0.5264109911997236,0.1987683677824523,0.1879356949779485,0.05034245879316302,0.014592606141901917,0.0,0.0,0.0,0.0,0.0,0.021949881104810682,England_not_london,con
89.0,Brecon & Radnorshire,Wales,2010.0,53589.0,38845,14182.0,4096.0,17929.0,876.0,341.0,0.0,0.0,0.0,0.0,989.0,432.0,0.36509203243660704,0.10544471617968851,0.4615523233363367,0.022551164886085724,0.008778478568670357,0.0,0.0,0.0,0.0,0.02546016218303514,0.011121122409576523,Wales,ld
90.0,Brent Central,London,2010.0,74046.0,45323,5067.0,18681.0,20026.0,0.0,668.0,0.0,0.0,0.0,0.0,0.0,881.0,0.11179754208679919,0.41217483396950777,0.441850715972023,0.0,0.014738653663702755,0.0,0.0,0.0,0.0,0.0,0.019438254307967258,London,ld
91.0,Brent North,London,2010.0,83896.0,52298,16486.0,24514.0,8879.0,380.0,725.0,0.0,0.0,0.0,0.0,0.0,1314.0,0.31523194003594784,0.4687368541818043,0.1697770469234005,0.007266052239091361,0.013862862824582201,0.0,0.0,0.0,0.0,0.0,0.02512524379517381,London,lab
92.0,Brentford & Isleworth,London,2010.0,83546.0,53765,20022.0,18064.0,12718.0,863.0,787.0,0.0,0.0,0.0,0.0,0.0,1311.0,0.37239840044638706,0.3359806565609597,0.23654794010973682,0.016051334511299174,0.01463777550451037,0.0,0.0,0.0,0.0,0.0,0.024383892867106852,London,con
93.0,Brentwood & Ongar,Eastern,2010.0,69309.0,50592,28793.0,4992.0,11872.0,2037.0,584.0,0.0,0.0,0.0,0.0,0.0,2314.0,0.5691216002530044,0.09867172675521822,0.2346616065781151,0.040263282732447815,0.011543327008222644,0.0,0.0,0.0,0.0,0.0,0.04573845667299178,England_not_london,con
94.0,Bridgend,Wales,2010.0,58700.0,38347,11668.0,13931.0,8658.0,801.0,0.0,0.0,0.0,0.0,0.0,2269.0,1020.0,0.30427412835423895,0.36328787128067386,0.22578037395363393,0.020888205074712493,0.0,0.0,0.0,0.0,0.0,0.05917020888205075,0.026599212454690067,Wales,lab
95.0,Bridgwater & Somerset West,South West,2010.0,82180.0,54493,24675.0,9332.0,15426.0,2604.0,859.0,0.0,0.0,0.0,0.0,0.0,1597.0,0.4528104527186978,0.1712513533848384,0.2830822307452333,0.04778595415924981,0.01576349255867726,0.0,0.0,0.0,0.0,0.0,0.02930651643330336,England_not_london,con
96.0,Brigg & Goole,Yorkshire and the Humber,2010.0,67345.0,43874,19680.0,14533.0,6414.0,1749.0,0.0,0.0,0.0,0.0,0.0,0.0,1498.0,0.4485572320736655,0.33124401695765143,0.14619136618498427,0.03986415644801021,0.0,0.0,0.0,0.0,0.0,0.0,0.034143228335688565,England_not_london,con
97.0,Brighton Kemptown,South East,2010.0,66015.0,42705,16217.0,14889.0,7691.0,1384.0,2330.0,0.0,0.0,0.0,0.0,0.0,194.0,0.3797447605666784,0.34864769933263084,0.18009600749326776,0.0324083830933146,0.05456035593021894,0.0,0.0,0.0,0.0,0.0,0.004542793583889474,England_not_london,con
98.0,Brighton Pavilion,South East,2010.0,74009.0,51834,12275.0,14986.0,7159.0,948.0,16238.0,0.0,0.0,0.0,0.0,0.0,228.0,0.23681367442219392,0.28911525253694487,0.13811397924142454,0.018289153837249682,0.3132692827101902,0.0,0.0,0.0,0.0,0.0,0.004398657251996759,England_not_london,grn
99.0,Bristol East,South West,2010.0,69448.0,45017,12749.0,16471.0,10993.0,1510.0,803.0,0.0,0.0,0.0,0.0,0.0,2491.0,0.2832041228869094,0.36588399937801275,0.24419663682608791,0.03354288379945354,0.01783770575560344,0.0,0.0,0.0,0.0,0.0,0.05533465135393296,England_not_london,lab
100.0,Bristol North West,South West,2010.0,73469.0,50336,19115.0,13059.0,15841.0,1175.0,511.0,0.0,0.0,0.0,0.0,0.0,635.0,0.37974809281627464,0.2594365861411316,0.3147051811824539,0.023343134138588684,0.010151780038143675,0.0,0.0,0.0,0.0,0.0,0.012615225683407501,England_not_london,con
101.0,Bristol South,South West,2010.0,78579.0,48377,11086.0,18600.0,13866.0,1264.0,1216.0,0.0,0.0,0.0,0.0,0.0,2345.0,0.2291584844037456,0.38448022820761935,0.28662380883477684,0.026128118734109185,0.025135911693573394,0.0,0.0,0.0,0.0,0.0,0.04847344812617566,England_not_london,lab
102.0,Bristol West,South West,2010.0,82728.0,55347,10169.0,15227.0,26593.0,655.0,2090.0,0.0,0.0,0.0,0.0,0.0,613.0,0.18373172891032938,0.27511879596003397,0.4804777133358628,0.011834426436843912,0.0377617576381737,0.0,0.0,0.0,0.0,0.0,0.01107557771875621,England_not_london,ld
103.0,Broadland,Eastern,2010.0,72445.0,52676,24338.0,7287.0,17046.0,2382.0,752.0,0.0,0.0,0.0,0.0,0.0,871.0,0.46203204495405875,0.13833624420988685,0.3236008808565571,0.045219834459716,0.014275951097273901,0.0,0.0,0.0,0.0,0.0,0.016535044422507403,England_not_london,con
104.0,Bromley & Chislehurst,London,2010.0,65427.0,44037,23569.0,7295.0,9669.0,1451.0,607.0,0.0,0.0,0.0,0.0,0.0,1446.0,0.5352090287712605,0.1656561527806163,0.21956536548811226,0.03294956513840634,0.013783863569271295,0.0,0.0,0.0,0.0,0.0,0.032836024252333264,London,con
105.0,Bromsgrove,West Midlands,2010.0,73036.0,51630,22558.0,11250.0,10124.0,2950.0,0.0,0.0,0.0,0.0,0.0,0.0,4748.0,0.4369165214022855,0.2178965717606043,0.19608754600038736,0.05713732326166957,0.0,0.0,0.0,0.0,0.0,0.0,0.09196203757505327,England_not_london,con
106.0,Broxbourne,Eastern,2010.0,71391.0,45658,26844.0,8040.0,6107.0,1890.0,0.0,0.0,0.0,0.0,0.0,0.0,2777.0,0.5879363966884226,0.17609181304481142,0.13375531122694817,0.041394717245608656,0.0,0.0,0.0,0.0,0.0,0.0,0.06082176179420912,England_not_london,con
107.0,Broxtowe,East Midlands,2010.0,72042.0,52727,20585.0,20196.0,8907.0,1194.0,423.0,0.0,0.0,0.0,0.0,0.0,1422.0,0.3904071917613367,0.3830295673943141,0.16892673582794393,0.022644944715231284,0.008022455288561837,0.0,0.0,0.0,0.0,0.0,0.026969105012612134,England_not_london,con
108.0,Buckingham,South East,2010.0,74989.0,48335,0.0,0.0,0.0,8401.0,0.0,0.0,0.0,0.0,0.0,0.0,39934.0,0.0,0.0,0.0,0.17380779973104377,0.0,0.0,0.0,0.0,0.0,0.0,0.8261922002689562,England_not_london,other
109.0,Burnley,North West,2010.0,66615.0,41845,6950.0,13114.0,14932.0,929.0,0.0,0.0,0.0,0.0,0.0,0.0,5920.0,0.16608913848727447,0.31339467080893774,0.3568407217110766,0.022200979806428486,0.0,0.0,0.0,0.0,0.0,0.0,0.14147448918628272,England_not_london,ld
110.0,Burton,West Midlands,2010.0,74874.0,49823,22188.0,15884.0,7891.0,1451.0,0.0,0.0,0.0,0.0,0.0,0.0,2409.0,0.44533649117877283,0.31880858238163096,0.15838066756317362,0.029123095758986813,0.0,0.0,0.0,0.0,0.0,0.0,0.04835116311743572,England_not_london,con
111.0,Bury North,North West,2010.0,66759.0,44961,18070.0,15827.0,7645.0,1282.0,0.0,0.0,0.0,0.0,0.0,0.0,2137.0,0.4019038722448344,0.3520161918106804,0.17003625364204533,0.028513600676141546,0.0,0.0,0.0,0.0,0.0,0.0,0.04753008162629835,England_not_london,con
112.0,Bury South,North West,2010.0,73544.0,48267,16216.0,19508.0,8796.0,1017.0,493.0,0.0,0.0,0.0,0.0,0.0,2237.0,0.3359645306316945,0.40416847949945095,0.18223631052271738,0.021070296475853068,0.010214017858992687,0.0,0.0,0.0,0.0,0.0,0.04634636501129136,England_not_london,lab
113.0,Bury St Edmunds,Eastern,2010.0,84716.0,58718,27899.0,9776.0,15519.0,3003.0,2521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47513539289485335,0.166490684287612,0.2642971490854593,0.05114275009366804,0.0429340236384073,0.0,0.0,0.0,0.0,0.0,0.0,England_not_london,con
114.0,Caerphilly,Wales,2010.0,62122.0,38692,6622.0,17377.0,5688.0,910.0,0.0,0.0,0.0,0.0,0.0,6460.0,1635.0,0.1711464902305386,0.44911092732347774,0.14700713325752093,0.023519073710327715,0.0,0.0,0.0,0.0,0.0,0.16695957820738136,0.04225679727075365,Wales,lab
115.0,"Caithness, Sutherland & Easter Ross",Scotland,2010.0,47263.0,28768,3744.0,7081.0,11907.0,0.0,0.0,0.0,0.0,0.0,5516.0,0.0,520.0,0.13014460511679643,0.24614154616240266,0.41389738598442716,0.0,0.0,0.0,0.0,0.0,0.1917408231368187,0.0,0.018075639599555063,Scotland,ld
116.0,Calder Valley,Yorkshire and the Humber,2010.0,76903.0,51780,20397.0,13966.0,13037.0,1173.0,858.0,0.0,0.0,0.0,0.0,0.0,2349.0,0.3939165701042874,0.2697180378524527,0.2517767477790653,0.02265353418308227,0.01657010428736964,0.0,0.0,0.0,0.0,0.0,0.04536500579374276,England_not_london,con
117.0,Camberwell & Peckham,London,2010.0,78627.0,46659,6080.0,27619.0,10432.0,0.0,1361.0,0.0,0.0,0.0,0.0,0.0,1167.0,0.13030712188430957,0.5919329604149253,0.22357958807518377,0.0,0.029169077777063374,0.0,0.0,0.0,0.0,0.0,0.02501125184851797,London,lab
118.0,Camborne & Redruth,South West,2010.0,63975.0,42493,15969.0,6945.0,15903.0,2152.0,581.0,0.0,0.0,0.0,0.0,0.0,943.0,0.37580307344739133,0.16343868401854422,0.3742498764502389,0.05064363542230485,0.013672840232508884,0.0,0.0,0.0,0.0,0.0,0.02219189042901184,England_not_london,con
119.0,Cambridge,Eastern,2010.0,74699.0,50130,12829.0,12174.0,19621.0,1195.0,3804.0,0.0,0.0,0.0,0.0,0.0,507.0,0.2559146219828446,0.2428485936564931,0.39140235387991223,0.02383802114502294,0.07588270496708557,0.0,0.0,0.0,0.0,0.0,0.010113704368641532,England_not_london,ld
120.0,Cambridgeshire North East,Eastern,2010.0,73224.0,52064,26862.0,9274.0,10437.0,2791.0,0.0,0.0,0.0,0.0,0.0,0.0,2700.0,0.5159419176398279,0.17812692071296865,0.20046481253841425,0.053607098955132146,0.0,0.0,0.0,0.0,0.0,0.0,0.051859250153657034,England_not_london,con
121.0,Cambridgeshire North West,Eastern,2010.0,88851.0,58283,29425.0,9877.0,12748.0,4826.0,0.0,0.0,0.0,0.0,0.0,0.0,1407.0,0.5048641971072182,0.16946622514283755,0.21872587203815863,0.08280287562410994,0.0,0.0,0.0,0.0,0.0,0.0,0.02414083008767565,England_not_london,con
122.0,Cambridgeshire South,Eastern,2010.0,78995.0,59056,27995.0,6024.0,20157.0,1873.0,1039.0,0.0,0.0,0.0,0.0,0.0,1968.0,0.4740415876456245,0.1020048767271742,0.34132010295312926,0.03171565971281495,0.01759347060417231,0.0,0.0,0.0,0.0,0.0,0.0333243023570848,England_not_london,con
123.0,Cambridgeshire South East,Eastern,2010.0,83068.0,57602,27629.0,4380.0,21683.0,2138.0,766.0,0.0,0.0,0.0,0.0,0.0,1006.0,0.47965348425401894,0.07603902642269365,0.37642790180896496,0.03711676677893129,0.013298149369813548,0.0,0.0,0.0,0.0,0.0,0.017464671365577583,England_not_london,con
124.0,Cannock Chase,West Midlands,2010.0,74508.0,45559,18271.0,15076.0,7732.0,1580.0,0.0,0.0,0.0,0.0,0.0,0.0,2900.0,0.40104040913979677,0.33091156522311727,0.16971399723435546,0.03468030465989157,0.0,0.0,0.0,0.0,0.0,0.0,0.06365372374283895,England_not_london,con
125.0,Canterbury,South East,2010.0,74121.0,49209,22050.0,7940.0,16002.0,1907.0,1137.0,0.0,0.0,0.0,0.0,0.0,173.0,0.448088764250442,0.16135259810197322,0.32518441748460647,0.038753073624743443,0.02310552947631531,0.0,0.0,0.0,0.0,0.0,0.0035156170619195675,England_not_london,con
126.0,Cardiff Central,Wales,2010.0,61165.0,36151,7799.0,10400.0,14976.0,765.0,575.0,0.0,0.0,0.0,0.0,1246.0,390.0,0.21573400459185085,0.2876822217919283,0.41426239938037673,0.021161240352963958,0.01590550745484219,0.0,0.0,0.0,0.0,0.03446654311084064,0.01078808331719731,Wales,ld
127.0,Cardiff North,Wales,2010.0,65553.0,47630,17860.0,17666.0,8724.0,1130.0,362.0,0.0,0.0,0.0,0.0,1588.0,300.0,0.3749737560361117,0.37090069284064664,0.18316187276926307,0.023724543355028344,0.007600251942053327,0.0,0.0,0.0,0.0,0.03334033172370355,0.006298551333193366,Wales,con
128.0,Cardiff South & Penarth,Wales,2010.0,73707.0,44369,12553.0,17262.0,9875.0,1145.0,554.0,0.0,0.0,0.0,0.0,1851.0,1129.0,0.2829227613874552,0.3890554215781289,0.22256530460456625,0.02580630620478262,0.012486195316549844,0.0,0.0,0.0,0.0,0.04171831684284072,0.025445694065676486,Wales,lab
129.0,Cardiff West,Wales,2010.0,62787.0,40958,12143.0,16894.0,7186.0,1117.0,750.0,0.0,0.0,0.0,0.0,2868.0,0.0,0.2964744372283803,0.41247131207578497,0.1754480199228478,0.027271839445285415,0.018311440988329507,0.0,0.0,0.0,0.0,0.07002295033937204,0.0,Wales,lab
130.0,Carlisle,North West,2010.0,65263.0,42200,16589.0,15736.0,6567.0,969.0,614.0,0.0,0.0,0.0,0.0,0.0,1725.0,0.3931042654028436,0.3728909952606635,0.15561611374407583,0.022962085308056872,0.014549763033175355,0.0,0.0,0.0,0.0,0.0,0.04087677725118483,England_not_london,con
131.0,Carmarthen East & Dinefwr,Wales,2010.0,52385.0,38011,8506.0,10065.0,4609.0,1285.0,0.0,0.0,0.0,0.0,0.0,13546.0,0.0,0.2237773276156902,0.26479177080318855,0.12125437373391913,0.03380600352529531,0.0,0.0,0.0,0.0,0.0,0.3563705243219068,0.0,Wales,pc
132.0,Carmarthen West & Pembrokeshire South,Wales,2010.0,58108.0,40507,16649.0,13226.0,4890.0,1146.0,0.0,0.0,0.0,0.0,0.0,4232.0,364.0,0.4110153800577678,0.3265114671538253,0.12071987557706075,0.02829140642358111,0.0,0.0,0.0,0.0,0.0,0.10447576962006566,0.00898610116769941,Wales,con
133.0,Carshalton & Wallington,London,2010.0,66524.0,45918,16920.0,4015.0,22180.0,1348.0,355.0,0.0,0.0,0.0,0.0,0.0,1100.0,0.36848294786358293,0.08743847728559606,0.4830349753909142,0.029356679297878826,0.007731172960494795,0.0,0.0,0.0,0.0,0.0,0.023955747201533168,London,ld
134.0,Castle Point,Eastern,2010.0,67284.0,45026,19806.0,6609.0,4232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14379.0,0.439879180917692,0.1467818593701417,0.09399013903078221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3193488206813841,England_not_london,con
135.0,Ceredigion,Wales,2010.0,59882.0,38258,4421.0,2210.0,19139.0,977.0,696.0,0.0,0.0,0.0,0.0,10815.0,0.0,0.11555753045114747,0.057765696063568406,0.5002613832401066,0.025537142558419153,0.018192273511422448,0.0,0.0,0.0,0.0,0.28268597417533586,0.0,Wales,ld
136.0,Charnwood,East Midlands,2010.0,74473.0,53542,26560.0,10536.0,11531.0,1799.0,0.0,0.0,0.0,0.0,0.0,0.0,3116.0,0.4960591685032311,0.196780097867095,0.2153636397594412,0.03359979081842292,0.0,0.0,0.0,0.0,0.0,0.0,0.05819730305180979,England_not_london,con
137.0,Chatham & Aylesford,South East,2010.0,67964.0,43807,20230.0,14161.0,5832.0,1314.0,396.0,0.0,0.0,0.0,0.0,0.0,1874.0,0.4617983427306138,0.3232588399114297,0.13312940854201383,0.02999520624557719,0.009039651197297235,0.0,0.0,0.0,0.0,0.0,0.042778551373068234,England_not_london,con
138.0,Cheadle,North West,2010.0,71635.0,52512,21445.0,4920.0,24717.0,1430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40838284582571605,0.09369287020109689,0.47069241316270566,0.027231870810481413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,England_not_london,ld
139.0,Chelmsford,Eastern,2010.0,77525.0,54593,25207.0,5980.0,20097.0,1527.0,476.0,0.0,0.0,0.0,0.0,0.0,1306.0,0.4617258622900372,0.10953785283827597,0.36812411847672777,0.027970618943820635,0.008719066546993203,0.0,0.0,0.0,0.0,0.0,0.02392248090414522,England_not_london,con
140.0,Chelsea & Fulham,London,2010.0,66257.0,39856,24093.0,7371.0,6473.0,478.0,671.0,0.0,0.0,0.0,0.0,0.0,770.0,0.6045012043356082,0.18494078683259735,0.1624096748293858,0.011993175431553593,0.016835608189482137,0.0,0.0,0.0,0.0,0.0,0.01931955038137294,London,con
141.0,Cheltenham,South West,2010.0,78998.0,52786,21739.0,2703.0,26659.0,1192.0,0.0,0.0,0.0,0.0,0.0,0.0,493.0,0.4118326829083469,0.05120675936801425,0.5050392149433562,0.022581745159701436,0.0,0.0,0.0,0.0,0.0,0.0,0.009339597620581215,England_not_london,ld
142.0,Chesham & Amersham,South East,2010.0,70333.0,52444,31658.0,2942.0,14948.0,2129.0,767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6036534207917016,0.05609793303333079,0.28502783921897645,0.040595683014262834,0.014625123941728319,0.0,0.0,0.0,0.0,0.0,0.0,England_not_london,con
143.0,"Chester, City of",North West,2010.0,70131.0,46790,18995.0,16412.0,8930.0,1225.0,535.0,0.0,0.0,0.0,0.0,0.0,693.0,0.4059628125667878,0.3507587091258816,0.1908527463133148,0.026180807864928404,0.011434067108356486,0.0,0.0,0.0,0.0,0.0,0.014810857020730926,England_not_london,con
144.0,Chesterfield,East Midlands,2010.0,71878.0,45839,7214.0,17891.0,17342.0,1432.0,600.0,0.0,0.0,0.0,0.0,0.0,1360.0,0.15737690612796965,0.3903008355330614,0.3783241344706473,0.031239773991579223,0.013089290778594647,0.0,0.0,0.0,0.0,0.0,0.029669059098147866,England_not_london,lab
145.0,Chichester,South East,2010.0,81576.0,56787,31427.0,5937.0,15550.0,3873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5534189163012662,0.10454857625865074,0.2738302780565975,0.06820222938348566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,England_not_london,con
146.0,Chingford & Woodford Green,London,2010.0,64831.0,43106,22743.0,9780.0,7242.0,1133.0,650.0,0.0,0.0,0.0,0.0,0.0,1558.0,0.5276063657031503,0.22688256855194172,0.16800445413631512,0.026284043984596113,0.015079107316846843,0.0,0.0,0.0,0.0,0.0,0.036143460307149815,London,con
147.0,Chippenham,South West,2010.0,72106.0,52385,21500.0,3620.0,23970.0,1783.0,446.0,0.0,0.0,0.0,0.0,0.0,1066.0,0.4104228309630619,0.06910375107378067,0.45757373293881837,0.03403646081893672,0.00851388756323375,0.0,0.0,0.0,0.0,0.0,0.02034933664216856,England_not_london,ld
148.0,Chipping Barnet,London,2010.0,75120.0,50608,24700.0,12773.0,10202.0,1442.0,1021.0,0.0,0.0,0.0,0.0,0.0,470.0,0.4880651280429972,0.2523909263357572,0.20158868163136262,0.02849351881125514,0.020174675940562756,0.0,0.0,0.0,0.0,0.0,0.009287069238065129,London,con
149.0,Chorley,North West,2010.0,70976.0,49774,18922.0,21515.0,6957.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,0.38015831558645075,0.43225378711777235,0.13977176839313699,0.04060352794631735,0.0,0.0,0.0,0.0,0.0,0.0,0.007212600956322578,England_not_london,lab
150.0,Christchurch,South West,2010.0,68859.0,49416,27888.0,4849.0,12478.0,4201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5643516270033997,0.0981261129998381,0.25250930872591876,0.08501295127084345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,England_not_london,con
151.0,Cities of London & Westminster,London,2010.0,66849.0,36931,19264.0,8188.0,7574.0,664.0,778.0,0.0,0.0,0.0,0.0,0.0,463.0,0.5216214020741382,0.22171075789986733,0.2050851588096721,0.017979475237605264,0.021066312853700142,0.0,0.0,0.0,0.0,0.0,0.012536893125016924,London,con
152.0,Clacton,Eastern,2010.0,67194.0,43123,22867.0,10799.0,5577.0,0.0,535.0,0.0,0.0,0.0,0.0,0.0,3345.0,0.5302738677735779,0.2504232080328363,0.12932773693852467,0.0,0.012406372469447858,0.0,0.0,0.0,0.0,0.0,0.07756881478561324,England_not_london,con
153.0,Cleethorpes,Yorkshire and the Humber,2010.0,70214.0,44966,18939.0,14641.0,8192.0,3194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42118489525419206,0.3256015656273629,0.18218209313703687,0.07103144598140818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,England_not_london,con
154.0,Clwyd South,Wales,2010.0,53748.0,34681,10477.0,13311.0,5965.0,819.0,0.0,0.0,0.0,0.0,0.0,3009.0,1100.0,0.30209624866641677,0.3838124621550705,0.17199619388137596,0.023615236008188923,0.0,0.0,0.0,0.0,0.0,0.0867622040886941,0.03171765520025374,Wales,lab
155.0,Clwyd West,Wales,2010.0,57913.0,38111,15833.0,9414.0,5801.0,864.0,0.0,0.0,0.0,0.0,0.0,5864.0,335.0,0.415444359896093,0.2470152974206922,0.1522132717588098,0.02267062003096219,0.0,0.0,0.0,0.0,0.0,0.15386633780273412,0.008790113090708719,Wales,con
156.0,"Coatbridge, Chryston & Bellshill",Scotland,2010.0,70067.0,41635,3374.0,27728.0,3519.0,0.0,0.0,0.0,0.0,0.0,7014.0,0.0,0.0,0.08103758856731115,0.6659781433889757,0.08452023537888795,0.0,0.0,0.0,0.0,0.0,0.16846403266482526,0.0,0.0,Scotland,lab
157.0,Colchester,Eastern,2010.0,74064.0,46139,15169.0,5680.0,22151.0,1350.0,694.0,0.0,0.0,0.0,0.0,0.0,1095.0,0.32876742018682675,0.12310626584884804,0.4800927631721537,0.029259411777455082,0.015041505017447278,0.0,0.0,0.0,0.0,0.0,0.02373263399726912,England_not_london,ld
158.0,Colne Valley,Yorkshire and the Humber,2010.0,80060.0,55296,20440.0,14589.0,15603.0,1163.0,867.0,0.0,0.0,0.0,0.0,0.0,2634.0,0.36964699074074076,0.2638346354166667,0.2821723090277778,0.021032262731481483,0.015679253472222224,0.0,0.0,0.0,0.0,0.0,0.04763454861111111,England_not_london,con
159.0,Congleton,North West,2010.0,72280.0,50780,23250.0,8747.0,16187.0,2147.0,0.0,0.0,0.0,0.0,0.0,0.0,449.0,0.4578574241827491,0.17225285545490351,0.31876723119338324,0.04228042536431666,0.0,0.0,0.0,0.0,0.0,0.0,0.008842063804647499,England_not_london,con
160.0,Copeland,North West,2010.0,63149.0,42787,15866.0,19699.0,4365.0,994.0,389.0,0.0,0.0,0.0,0.0,0.0,1474.0,0.3708135648678337,0.4603968495103653,0.10201696777058453,0.02323135531820413,0.009091546497768013,0.0,0.0,0.0,0.0,0.0,0.03444971603524435,England_not_london,lab
161.0,Corby,East Midlands,2010.0,78024.0,54236,22886.0,20991.0,7834.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2525.0,0.42197064680286156,0.3870307544804189,0.14444280551663102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0465557932000885,England_not_london,con
162.0,Cornwall North,South West,2010.0,67940.0,46844,19531.0,1971.0,22512.0,2300.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0,0.41693706771411493,0.042075826146358124,0.4805738194859534,0.04909913756297498,0.0,0.0,0.0,0.0,0.0,0.0,0.011314149090598583,England_not_london,ld
163.0,Cornwall South East,South West,2010.0,71373.0,49617,22390.0,3507.0,19170.0,3083.0,826.0,0.0,0.0,0.0,0.0,0.0,641.0,0.45125662575327,0.07068141967470827,0.3863595138762924,0.062135961464820526,0.0166475200032247,0.0,0.0,0.0,0.0,0.0,0.01291895922768406,England_not_london,con
164.0,"Cotswolds, The",South West,2010.0,76729.0,54832,29075.0,5886.0,16211.0,2292.0,940.0,0.0,0.0,0.0,0.0,0.0,428.0,0.5302560548584768,0.1073460752845054,0.295648526407937,0.04180040852057193,0.0171432740005836,0.0,0.0,0.0,0.0,0.0,0.007805660927925299,England_not_london,con
165.0,Coventry North East,West Midlands,2010.0,73035.0,43383,9609.0,21384.0,7210.0,1291.0,0.0,0.0,0.0,0.0,0.0,0.0,3889.0,0.2214922896065279,0.49291197012654725,0.16619413134176983,0.029758200216674736,0.0,0.0,0.0,0.0,0.0,0.0,0.08964340870848028,England_not_london,lab
166.0,Coventry North West,West Midlands,2010.0,72871.0,46560,13648.0,19936.0,8344.0,1295.0,497.0,0.0,0.0,0.0,0.0,0.0,2840.0,0.29312714776632304,0.4281786941580756,0.17920962199312715,0.02781357388316151,0.010674398625429554,0.0,0.0,0.0,0.0,0.0,0.06099656357388316,England_not_london,lab
167.0,Coventry South,West Midlands,2010.0,73652.0,45924,15352.0,19197.0,8278.0,1767.0,639.0,0.0,0.0,0.0,0.0,0.0,691.0,0.33429143802804634,0.41801672328194406,0.1802543332462329,0.03847661353540632,0.013914293180036582,0.0,0.0,0.0,0.0,0.0,0.01504659872833377,England_not_london,lab
168.0,Crawley,South East,2010.0,72781.0,47504,21264.0,15336.0,6844.0,1382.0,598.0,0.0,0.0,0.0,0.0,0.0,2080.0,0.44762546311889523,0.32283597170764566,0.14407207814078815,0.029092286965308186,0.012588413607275176,0.0,0.0,0.0,0.0,0.0,0.04378578646008757,England_not_london,con
169.0,Crewe & Nantwich,North West,2010.0,79728.0,51084,23420.0,17374.0,7656.0,1414.0,0.0,0.0,0.0,0.0,0.0,0.0,1220.0,0.4584605747396445,0.34010649126928194,0.14987080103359174,0.02767989977292303,0.0,0.0,0.0,0.0,0.0,0.0,0.023882233184558767,England_not_london,con
170.0,Croydon Central,London,2010.0,76349.0,49667,19567.0,16688.0,6553.0,997.0,581.0,0.0,0.0,0.0,0.0,0.0,5281.0,0.3939637989006785,0.3359977449815773,0.13193871182072603,0.02007369078059879,0.01169790806773109,0.0,0.0,0.0,0.0,0.0,0.10632814544868827,London,con
171.0,Croydon North,London,2010.0,85216.0,51676,12466.0,28947.0,7226.0,891.0,1017.0,0.0,0.0,0.0,0.0,0.0,1129.0,0.24123384162860903,0.5601633253347782,0.13983280439662513,0.017242046598033904,0.019680315813917486,0.0,0.0,0.0,0.0,0.0,0.021847666228036227,London,lab
172.0,Croydon South,London,2010.0,81303.0,56322,28684.0,11287.0,12866.0,2504.0,981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5092858918362274,0.20040126415965342,0.22843649018145662,0.04445864848549412,0.017417705337168424,0.0,0.0,0.0,0.0,0.0,0.0,London,con
173.0,"Cumbernauld, Kilsyth & Kirkintilloch East",Scotland,2010.0,64037.0,41150,3407.0,23549.0,3924.0,0.0,0.0,0.0,0.0,0.0,9794.0,0.0,476.0,0.08279465370595383,0.5722721749696233,0.0953584447144593,0.0,0.0,0.0,0.0,0.0,0.23800729040097204,0.0,0.011567436208991495,Scotland,lab
174.0,Cynon Valley,Wales,2010.0,50650.0,29876,3010.0,15681.0,4120.0,1001.0,0.0,0.0,0.0,0.0,0.0,6064.0,0.0,0.1007497656982193,0.5248694604364708,0.13790333377962244,0.03350515463917526,0.0,0.0,0.0,0.0,0.0,0.20297228544651225,0.0,Wales,lab
175.0,Dagenham & Rainham,London,2010.0,69764.0,44232,15183.0,17813.0,3806.0,1569.0,296.0,0.0,0.0,0.0,0.0,0.0,5565.0,0.3432582745523603,0.40271748960028936,0.08604630132031109,0.03547205642973413,0.0066919877012117926,0.0,0.0,0.0,0.0,0.0,0.12581389039609334,London,lab
